Crop,N,P,K,Temperature,Humidity,Moisture,Soil_Type,Fertilizer
Sugarcane,125,53,35,33.9,41.7,48.8,Red,DAP
Maize,87,73,22,37.6,81.8,29.3,Red,NPK
Tomato,98,48,53,37.5,80.1,71.3,Black,Organic
Maize,65,79,76,38.5,79.8,63.4,Sandy,NPK
Tomato,119,23,78,25.7,55.3,80.8,Black,Organic
Rice,138,61,41,18.9,31.1,76.9,Black,Urea
Wheat,33,20,55,17.9,89.4,87.7,Clay,DAP
Wheat,109,20,62,29.9,31.7,30.1,Black,DAP
Sugarcane,84,70,75,39.2,54.9,54.1,Clay,Compost
Rice,45,10,45,21.1,36.8,78.2,Loamy,Urea
Maize,48,59,44,31.9,73.8,61.2,Black,NPK
Millet,26,63,21,30.8,41.1,38.8,Sandy,SSP
Wheat,98,40,59,28.5,32.1,66.3,Red,DAP
Maize,30,59,46,18.4,55.8,33.3,Red,Compost
Cotton,80,62,22,24.2,40.7,90.0,Clay,MOP
Tomato,140,47,65,27.9,59.9,25.1,Black,Organic
Wheat,66,42,66,21.8,47.1,47.9,Black,Organic
Cotton,133,50,66,39.9,43.0,88.7,Black,SSP
Maize,77,44,80,21.0,31.9,56.5,Black,NPK
Sugarcane,45,34,58,23.0,79.4,61.5,Black,DAP
Rice,112,77,38,32.6,59.9,43.5,Black,Urea
Rice,106,45,66,35.9,89.8,49.4,Black,Urea
Wheat,51,53,80,15.8,74.2,65.8,Clay,DAP
Cotton,104,46,15,20.7,84.8,82.1,Red,MOP
Millet,125,54,62,25.7,40.2,44.1,Red,SSP
Cotton,23,34,36,28.3,65.1,68.0,Sandy,MOP
Cotton,125,13,67,28.7,49.9,40.6,Sandy,MOP
Cotton,83,47,16,32.3,62.4,58.0,Black,MOP
Cotton,103,26,72,16.8,32.4,47.4,Sandy,MOP
Rice,53,44,51,26.1,50.7,69.3,Sandy,Urea
Wheat,32,71,20,37.6,70.7,36.3,Red,MOP
Millet,45,75,46,20.7,41.7,84.2,Black,SSP
Wheat,54,50,21,24.9,37.6,83.8,Sandy,DAP
Maize,135,78,50,34.2,40.3,32.9,Loamy,NPK
Millet,115,73,66,25.1,42.9,37.0,Black,SSP
Wheat,42,75,51,22.5,44.8,22.8,Red,DAP
Millet,27,30,36,17.6,61.8,85.5,Red,SSP
Cotton,75,40,77,16.9,82.9,72.4,Loamy,MOP
Sugarcane,126,60,39,19.1,47.8,43.6,Clay,Compost
Rice,75,60,57,26.9,46.7,62.3,Black,Urea
Rice,20,56,26,34.5,59.7,87.5,Sandy,Urea
Rice,50,15,74,27.7,88.9,25.6,Black,Urea
Wheat,85,27,67,21.9,34.1,65.8,Red,DAP
Cotton,29,11,46,18.7,74.4,62.5,Black,MOP
Cotton,74,22,54,27.5,77.2,49.5,Sandy,SSP
Maize,110,68,69,16.4,73.5,48.6,Clay,NPK
Tomato,137,58,57,23.8,33.1,31.6,Black,Organic
Tomato,77,29,20,17.0,52.8,79.7,Loamy,Compost
Tomato,105,67,20,16.0,50.1,47.3,Loamy,Organic
Sugarcane,51,70,65,25.1,87.8,72.3,Clay,Compost
Rice,81,28,37,29.5,75.3,79.4,Sandy,SSP
Sugarcane,22,53,26,33.9,34.1,80.9,Clay,Compost
Millet,70,30,14,35.5,55.3,58.6,Sandy,SSP
Rice,43,73,51,17.7,32.8,68.9,Loamy,Urea
Tomato,112,13,69,16.4,56.0,30.8,Loamy,DAP
Rice,136,78,29,19.3,58.8,47.8,Red,DAP
Rice,80,54,52,32.8,89.2,63.0,Loamy,Urea
Rice,59,14,52,25.7,73.7,82.0,Loamy,Urea
Maize,110,32,21,20.1,37.8,48.1,Black,NPK
Maize,79,61,42,39.1,86.4,40.4,Black,NPK
Cotton,23,43,64,16.9,50.1,24.4,Black,MOP
Tomato,101,12,37,15.3,51.6,71.1,Clay,Organic
Millet,36,33,65,30.2,77.9,28.6,Sandy,SSP
Maize,133,65,11,21.9,58.5,20.9,Red,NPK
Wheat,117,34,60,31.8,72.7,69.3,Black,DAP
Maize,37,42,67,20.8,38.5,70.6,Black,NPK
Millet,125,71,74,16.5,40.1,41.2,Red,SSP
Rice,132,52,64,22.8,78.6,82.3,Red,Urea
Cotton,92,25,79,18.6,55.8,37.4,Sandy,MOP
Sugarcane,96,32,51,18.8,74.3,86.1,Clay,Compost
Tomato,92,16,41,25.2,31.5,35.6,Red,Organic
Maize,47,66,48,26.7,75.5,58.8,Black,NPK
Tomato,24,80,41,22.1,36.7,41.4,Sandy,Organic
Tomato,64,48,25,39.3,47.2,89.1,Loamy,Organic
Sugarcane,112,24,56,24.3,85.6,50.6,Loamy,Compost
Tomato,24,35,14,19.9,72.5,84.7,Loamy,Organic
Cotton,72,47,58,27.7,76.8,22.3,Black,DAP
Cotton,138,19,20,26.6,82.8,45.4,Loamy,MOP
Wheat,84,40,48,18.1,41.0,33.4,Sandy,DAP
Maize,47,16,64,23.3,42.7,85.2,Loamy,Compost
Sugarcane,128,71,12,37.7,70.4,89.5,Red,MOP
Sugarcane,75,34,40,26.5,52.1,57.3,Sandy,Compost
Maize,67,60,39,35.6,78.8,78.2,Clay,NPK
Sugarcane,95,74,71,28.7,88.6,71.9,Sandy,Compost
Cotton,61,52,78,37.1,70.5,25.8,Sandy,MOP
Maize,90,10,70,35.5,76.7,43.1,Red,NPK
Sugarcane,120,65,34,37.4,82.0,85.5,Clay,Compost
Maize,110,51,29,33.0,71.1,20.6,Loamy,NPK
Maize,129,25,58,15.1,40.2,48.9,Clay,NPK
Tomato,80,71,33,38.3,71.4,43.6,Red,Organic
Sugarcane,122,54,75,27.8,62.2,27.5,Clay,Compost
Wheat,46,42,34,30.2,48.7,45.3,Clay,DAP
Wheat,114,71,17,34.5,81.0,51.7,Clay,DAP
Cotton,62,33,21,31.1,40.0,50.1,Clay,MOP
Maize,114,10,79,23.3,69.0,83.9,Black,NPK
Tomato,78,65,17,29.8,30.6,67.4,Loamy,Organic
Rice,27,54,46,27.1,66.5,23.8,Red,NPK
Tomato,121,27,39,38.0,46.6,80.7,Clay,Compost
Tomato,28,57,51,39.5,73.9,21.9,Red,Organic
Sugarcane,76,75,37,34.6,36.8,88.5,Red,Organic
Tomato,42,39,58,30.5,38.9,30.6,Red,Organic
Wheat,101,76,26,15.9,62.2,80.9,Sandy,DAP
Maize,65,58,15,24.4,38.5,50.1,Clay,DAP
Millet,116,59,17,15.4,54.5,68.4,Black,SSP
Millet,108,28,62,33.3,80.0,38.4,Clay,SSP
Cotton,139,67,30,34.6,70.8,79.1,Red,MOP
Sugarcane,68,64,41,30.8,42.2,31.5,Black,Compost
Tomato,72,30,49,15.1,39.0,62.0,Sandy,Organic
Wheat,118,43,26,39.9,84.3,59.2,Sandy,DAP
Maize,44,76,29,32.1,51.6,52.8,Clay,NPK
Maize,57,14,43,24.2,75.2,32.5,Sandy,NPK
Wheat,135,40,61,37.6,55.8,52.1,Sandy,DAP
Tomato,105,38,11,32.9,60.9,79.0,Sandy,Organic
Sugarcane,119,57,67,35.2,36.1,38.2,Clay,Compost
Cotton,22,32,46,31.0,59.3,65.4,Black,MOP
Rice,52,55,76,21.0,55.0,83.2,Black,Urea
Rice,79,51,57,38.2,39.9,58.1,Clay,NPK
Tomato,70,27,35,36.6,89.5,77.1,Red,Organic
Cotton,140,62,39,23.7,69.2,73.8,Loamy,MOP
Millet,75,10,22,18.1,33.9,37.6,Black,SSP
Tomato,31,39,13,38.9,78.8,56.5,Loamy,DAP
Cotton,105,35,34,21.4,41.5,89.6,Sandy,Compost
Wheat,120,18,56,39.3,73.5,79.4,Black,DAP
Sugarcane,61,73,28,36.5,74.0,23.6,Clay,Compost
Tomato,44,69,48,31.2,85.3,36.4,Clay,Organic
Millet,45,37,25,38.6,80.2,84.7,Loamy,Urea
Wheat,68,61,14,36.7,51.7,41.0,Clay,DAP
Wheat,126,15,61,34.4,40.6,57.1,Red,SSP
Millet,54,51,12,29.5,44.9,78.8,Loamy,SSP
Millet,113,19,22,19.2,57.8,37.5,Loamy,SSP
Sugarcane,138,56,19,21.0,63.8,33.0,Clay,Compost
Sugarcane,89,50,44,35.7,53.5,56.2,Clay,Compost
Maize,108,24,44,33.0,33.2,83.5,Loamy,NPK
Rice,48,50,31,22.1,62.0,57.5,Loamy,Urea
Rice,65,31,27,20.2,63.7,76.6,Black,Urea
Maize,26,15,46,24.2,58.8,88.1,Sandy,NPK
Sugarcane,120,41,51,32.9,73.4,85.0,Sandy,Compost
Maize,66,18,27,18.1,66.4,78.0,Black,NPK
Rice,137,54,40,33.2,62.8,54.2,Red,Urea
Millet,47,10,48,19.2,39.8,64.7,Red,SSP
Rice,102,67,74,23.3,35.1,55.5,Clay,Organic
Cotton,50,26,60,24.5,65.4,50.4,Black,MOP
Rice,30,22,43,25.2,84.5,48.4,Loamy,Urea
Cotton,110,61,71,16.5,59.1,47.2,Black,Urea
Maize,70,63,49,16.9,40.3,66.4,Clay,NPK
Maize,133,59,29,16.5,75.6,22.8,Sandy,NPK
Maize,23,73,33,37.6,44.7,39.8,Red,NPK
Millet,48,53,16,22.8,31.4,68.4,Clay,Organic
Rice,91,51,48,22.1,30.7,58.4,Black,Urea
Sugarcane,75,50,79,20.2,39.3,23.9,Red,Compost
Millet,114,56,33,16.9,47.1,29.6,Sandy,SSP
Sugarcane,65,46,74,17.3,52.3,63.6,Red,Compost
Millet,74,33,61,29.2,61.3,63.2,Red,SSP
Rice,140,40,23,34.0,52.1,21.5,Red,Urea
Wheat,90,51,39,18.8,30.6,45.4,Clay,DAP
Tomato,91,15,49,20.5,37.0,34.0,Loamy,Organic
Tomato,127,46,18,25.2,54.4,51.4,Red,Organic
Tomato,27,80,13,26.0,79.8,28.0,Red,Organic
Tomato,110,12,42,22.6,35.2,74.1,Red,Organic
Maize,27,30,69,34.3,49.4,62.2,Clay,DAP
Cotton,129,31,24,24.9,88.1,36.3,Black,MOP
Rice,24,45,39,36.2,83.4,82.9,Black,Urea
Cotton,31,67,46,23.0,86.6,69.3,Black,MOP
Tomato,118,74,58,21.1,65.1,59.1,Loamy,Organic
Wheat,98,75,56,23.7,79.2,62.2,Sandy,DAP
Maize,102,43,25,36.7,56.7,62.6,Clay,NPK
Maize,80,11,43,21.5,86.0,29.8,Loamy,NPK
Cotton,101,79,14,37.9,38.5,88.9,Red,Compost
Maize,103,24,41,33.6,75.5,67.9,Black,NPK
Tomato,127,20,60,27.2,61.1,33.1,Clay,Compost
Tomato,100,62,34,23.0,55.4,62.7,Red,Organic
Tomato,127,32,38,25.4,34.3,31.6,Sandy,Organic
Rice,129,80,30,22.8,53.0,51.3,Sandy,Organic
Wheat,78,67,19,21.6,69.5,71.8,Black,DAP
Rice,80,18,44,30.0,60.3,67.5,Sandy,Urea
Rice,97,52,79,24.3,39.1,36.5,Red,Compost
Sugarcane,121,77,12,31.6,42.4,31.3,Red,Compost
Cotton,91,39,71,33.1,74.7,49.6,Loamy,MOP
Millet,46,43,20,32.0,47.5,28.6,Clay,SSP
Cotton,23,15,53,16.6,64.0,60.1,Red,MOP
Cotton,110,28,50,29.7,70.3,60.5,Sandy,MOP
Wheat,52,41,59,31.0,77.9,56.3,Clay,NPK
Tomato,135,62,33,38.6,70.5,48.2,Black,Organic
Cotton,40,44,70,29.9,87.8,50.8,Red,MOP
Wheat,118,79,44,16.8,39.9,35.7,Clay,DAP
Millet,114,77,60,26.5,31.8,68.1,Black,SSP
Sugarcane,96,68,59,23.1,71.6,74.4,Loamy,Compost
Maize,114,34,26,24.0,61.6,58.9,Black,NPK
Wheat,30,47,68,38.8,49.4,51.5,Sandy,DAP
Wheat,48,56,49,28.6,40.3,63.7,Sandy,DAP
Cotton,46,40,75,37.9,87.8,49.3,Red,Organic
Rice,117,62,52,22.0,55.2,80.8,Red,Urea
