Scheme_ID,Scheme_Name,Type,State,District,Category,Crop,Min_Land_Acres,Max_Land_Acres,Income_Limit,Gender,Age_Min,Age_Max,FPO_Required,Organic_Required,Irrigation_Required,Need,Eligibility,Benefit,Subsidy,Required_Documents,Apply_At,Official_Website,Keywords
AGRI045,Kisan Credit Card (KCC) Scheme (Punjab Implementation),NABARD Supported,Punjab,Bhatinda,Credit,Potato,0.0,10.0,Below ₹1.5 Lakh/year,All,21,70,No,No,No,Need financial assistance,"Farmers residing in Bhatinda district of Punjab, cultivating Potato, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",PM Kisan Portal,https://www.nabard.org/,"potato, credit, punjab farmer, bhatinda, kisan, government subsidy, agricultural support"
AGRI046,National Livestock Mission - Andhra Pradesh Anantapur Chapter,State Government,Andhra Pradesh,Anantapur,Dairy,Dairy,0.0,5.0,None,Female Only,18,65,No,No,No,Need dairy development,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Dairy, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",Horticulture Department Office,https://nlm.udyamimitra.in/,"dairy, dairy, andhra pradesh farmer, anantapur, national, government subsidy, agricultural support"
AGRI047,Kisan Credit Card (KCC) Scheme (Assam Implementation),NABARD Supported,Assam,Nagaon,Credit,Rice,0.0,5.0,Below ₹5 Lakh/year,Male & Female,21,70,No,No,No,Need financial assistance,"Farmers residing in Nagaon district of Assam, cultivating Rice, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,30%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://www.nabard.org/,"rice, credit, assam farmer, nagaon, kisan, government subsidy, agricultural support"
AGRI048,PMKSY - Odisha Tomato Initiative,Central Government,Odisha,Sambalpur,Irrigation,Vegetables,1.0,10.0,None,All (Priority for Women),21,75,No,No,Yes,Need irrigation support,"Farmers residing in Sambalpur district of Odisha, cultivating Vegetables, owning between 1.0 and 10.0 acres of land, registered with the state agriculture portal.",50% to 55% subsidy on drip/sprinkler,60%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",NABARD Office,https://pmksy.gov.in/,"vegetables, irrigation, odisha farmer, sambalpur, pmksy, government subsidy, agricultural support"
AGRI049,RKVY-RAFTAAR (Rashtriya Krishi Vikas Yojana) (Assam Implementation),State Government,Assam,Kamrup,Subsidy,Wheat,0.0,5.0,Below ₹5 Lakh/year,All,21,60,No,No,No,Need financial assistance,"Farmers residing in Kamrup district of Assam, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Up to 50% project cost subsidy,40%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",District Agriculture Office,State Agriculture Department Portal,"wheat, subsidy, assam farmer, kamrup, rkvy-raftaar, government subsidy, agricultural support"
AGRI050,Sub-Mission on Seeds and Planting Material (SMSP) (Tamil Nadu Implementation),Agriculture Department,Tamil Nadu,Tiruchirappalli,Subsidy,Millet,0.0,20.0,Below ₹2.5 Lakh/year,Male & Female,18,75,No,No,No,Need quality seeds,"Farmers residing in Tiruchirappalli district of Tamil Nadu, cultivating Millet, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",50% subsidy on certified seed distribution,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details",NABARD Office,State Agriculture Department Portal,"millet, subsidy, tamil nadu farmer, tiruchirappalli, sub-mission, government subsidy, agricultural support"
AGRI051,National Livestock Mission - Andhra Pradesh Anantapur Chapter,State Government,Andhra Pradesh,Anantapur,Dairy,Dairy,0.0,10.0,Below ₹5 Lakh/year,Male & Female,18,75,No,No,No,Need dairy development,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Dairy, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://nlm.udyamimitra.in/,"dairy, dairy, andhra pradesh farmer, anantapur, national, government subsidy, agricultural support"
AGRI052,MIDH (Mission for Integrated Development of Horticulture) (Bihar Implementation),Horticulture Department,Bihar,Darbhanga,Horticulture,Mango,0.0,2.0,Below ₹5 Lakh/year,Male & Female,21,75,No,No,No,Need horticulture support,"Farmers residing in Darbhanga district of Bihar, cultivating Mango, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",PM Kisan Portal,https://midh.gov.in/,"mango, horticulture, bihar farmer, darbhanga, midh, government subsidy, agricultural support"
AGRI053,Soil Health Card Scheme (Andhra Pradesh Implementation),Agriculture Department,Andhra Pradesh,Guntur,Soil Improvement,Millet,0.0,20.0,None,All (Priority for Women),21,65,Yes,No,No,Need soil health assessment,"Farmers residing in Guntur district of Andhra Pradesh, cultivating Millet, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free soil testing and recommendations,75%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Caste certificate (where applicable)",State Agriculture Department Portal,https://soilhealth.dac.gov.in/,"millet, soil improvement, andhra pradesh farmer, guntur, soil, government subsidy, agricultural support"
AGRI054,"Formation and Promotion of 10,000 FPOs Scheme (Odisha Implementation)",FPO Support,Odisha,Balasore,FPO Development,Tomato,0.0,2.0,None,All (Priority for Women),21,65,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Balasore district of Odisha, cultivating Tomato, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",State Agriculture Department Portal,https://www.sfacindia.com/,"tomato, fpo development, odisha farmer, balasore, formation, government subsidy, agricultural support"
AGRI055,RKVY-RAFTAAR - Madhya Pradesh Rice Initiative,State Government,Madhya Pradesh,Bhopal,Subsidy,Pulses,0.0,10.0,Below ₹5 Lakh/year,Male & Female,18,65,No,No,No,Need financial assistance,"Farmers residing in Bhopal district of Madhya Pradesh, cultivating Pulses, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to 50% project cost subsidy,50%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Block Development Office,State Agriculture Department Portal,"pulses, subsidy, madhya pradesh farmer, bhopal, rkvy-raftaar, government subsidy, agricultural support"
AGRI056,Fisheries Infrastructure Development Fund - Bihar Fisheries Initiative,NABARD Supported,Bihar,Bhagalpur,Fisheries,Fisheries,0.0,20.0,Below ₹5 Lakh/year,All,21,70,No,No,No,Need fisheries storage and market access,"Farmers residing in Bhagalpur district of Bihar, cultivating Fisheries, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Interest subvention up to 3%,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details",NABARD Office,https://nabard.org/,"fisheries, fisheries, bihar farmer, bhagalpur, fisheries, government subsidy, agricultural support"
AGRI057,National Livestock Mission - Karnataka Dairy Initiative,Central Government,Karnataka,Davangere,Dairy,Dairy,0.0,2.0,Below ₹2.5 Lakh/year,Male & Female,21,70,No,No,No,Need dairy development,"Farmers residing in Davangere district of Karnataka, cultivating Dairy, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",PM Kisan Portal,https://nlm.udyamimitra.in/,"dairy, dairy, karnataka farmer, davangere, national, government subsidy, agricultural support"
AGRI058,Fisheries Infrastructure Development Fund - Assam Fisheries Initiative,NABARD Supported,Assam,Nagaon,Fisheries,Fisheries,0.0,5.0,Below ₹5 Lakh/year,All (Priority for Women),18,60,No,No,No,Need fisheries storage and market access,"Farmers residing in Nagaon district of Assam, cultivating Fisheries, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Interest subvention up to 3%,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",NABARD Office,https://nabard.org/,"fisheries, fisheries, assam farmer, nagaon, fisheries, government subsidy, agricultural support"
AGRI059,"Formation and Promotion of 10,000 FPOs Scheme (West Bengal Implementation)",FPO Support,West Bengal,Hooghly,FPO Development,Onion,0.0,10.0,Below ₹2.5 Lakh/year,Female Only,21,70,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Hooghly district of West Bengal, cultivating Onion, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",State Agriculture Department Portal,https://www.sfacindia.com/,"onion, fpo development, west bengal farmer, hooghly, formation, government subsidy, agricultural support"
AGRI060,Soil Health Card Scheme (Bihar Implementation),Agriculture Department,Bihar,Bhagalpur,Soil Improvement,Pulses,0.0,2.0,Below ₹1.5 Lakh/year,All,21,60,No,No,No,Need soil health assessment,"Farmers residing in Bhagalpur district of Bihar, cultivating Pulses, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Free soil testing and recommendations,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Caste certificate (where applicable), Farmer registration certificate, Crop details",FPO Office,https://soilhealth.dac.gov.in/,"pulses, soil improvement, bihar farmer, bhagalpur, soil, government subsidy, agricultural support"
AGRI061,PMKSY - Bihar Bhagalpur Chapter,State Government,Bihar,Bhagalpur,Irrigation,Vegetables,1.0,25.0,Below ₹2.5 Lakh/year,All,21,70,No,No,Yes,Need irrigation support,"Farmers residing in Bhagalpur district of Bihar, cultivating Vegetables, owning between 1.0 and 25.0 acres of land, registered with the state agriculture portal.",50% to 55% subsidy on drip/sprinkler,30%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Horticulture Department Office,https://pmksy.gov.in/,"vegetables, irrigation, bihar farmer, bhagalpur, pmksy, government subsidy, agricultural support"
AGRI062,PMKSY - Gujarat Cotton Initiative,Central Government,Gujarat,Anand,Irrigation,Wheat,2.0,25.0,Below ₹1.5 Lakh/year,All (Priority for Women),21,60,No,No,Yes,Need irrigation support,"Farmers residing in Anand district of Gujarat, cultivating Wheat, owning between 2.0 and 25.0 acres of land, registered with the state agriculture portal.",50% to 55% subsidy on drip/sprinkler,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Horticulture Department Office,https://pmksy.gov.in/,"wheat, irrigation, gujarat farmer, anand, pmksy, government subsidy, agricultural support"
AGRI063,RKVY-RAFTAAR (Rashtriya Krishi Vikas Yojana) (Bihar Implementation),State Government,Bihar,Muzaffarpur,Subsidy,Vegetables,0.0,10.0,None,Male & Female,21,65,No,No,No,Need financial assistance,"Farmers residing in Muzaffarpur district of Bihar, cultivating Vegetables, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to 50% project cost subsidy,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",PM Kisan Portal,State Agriculture Department Portal,"vegetables, subsidy, bihar farmer, muzaffarpur, rkvy-raftaar, government subsidy, agricultural support"
AGRI064,PMFBY (Pradhan Mantri Fasal Bima Yojana) (Andhra Pradesh Implementation),Central Government,Andhra Pradesh,Krishna,Crop Insurance,Wheat,0.0,2.0,Below ₹2.5 Lakh/year,All (Priority for Women),18,70,No,No,No,Need crop insurance,"Farmers residing in Krishna district of Andhra Pradesh, cultivating Wheat, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",District Agriculture Office,https://pmfby.gov.in/,"wheat, crop insurance, andhra pradesh farmer, krishna, pmfby, government subsidy, agricultural support"
